study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB22684	SAMEA104682450	ERX2436856	ERR2396053	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2396053/ERR2396053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2396053/ERR2396053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396053/NCAP-SELEX__ligand-lig147__TF-HOXC10__cycle-4__batch-FJ45__well-N3__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396053/NCAP-SELEX__ligand-lig147__TF-HOXC10__cycle-4__batch-FJ45__well-N3__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2396053
PRJEB22684	SAMEA104682451	ERX2436857	ERR2396054	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2396054/ERR2396054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2396054/ERR2396054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396054/NCAP-SELEX__ligand-lig147__TF-HOXC10__cycle-5__bound-TFabsent__batch-FJ45__well-N3__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396054/NCAP-SELEX__ligand-lig147__TF-HOXC10__cycle-5__bound-TFabsent__batch-FJ45__well-N3__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2396054
PRJEB22684	SAMEA104682452	ERX2436858	ERR2396055	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2396055/ERR2396055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2396055/ERR2396055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396055/NCAP-SELEX__ligand-lig147__TF-HOXC10__cycle-5__bound-TFpresent__batch-FJ45__well-N3__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396055/NCAP-SELEX__ligand-lig147__TF-HOXC10__cycle-5__bound-TFpresent__batch-FJ45__well-N3__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2396055
PRJEB22684	SAMEA104682453	ERX2436859	ERR2396056	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2396056/ERR2396056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2396056/ERR2396056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396056/NCAP-SELEX__ligand-lig147__TF-HOXC10__cycle-5__unbound-TFabsent__batch-FJ45__well-N3__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396056/NCAP-SELEX__ligand-lig147__TF-HOXC10__cycle-5__unbound-TFabsent__batch-FJ45__well-N3__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2396056
PRJEB22684	SAMEA104682454	ERX2436860	ERR2396057	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2396057/ERR2396057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2396057/ERR2396057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396057/NCAP-SELEX__ligand-lig147__TF-HOXC10__cycle-5__unbound-TFpresent__batch-FJ45__well-N3__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396057/NCAP-SELEX__ligand-lig147__TF-HOXC10__cycle-5__unbound-TFpresent__batch-FJ45__well-N3__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2396057
PRJEB22684	SAMEA104682455	ERX2436861	ERR2396058	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2396058/ERR2396058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2396058/ERR2396058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396058/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-1__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396058/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-1__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2396058
PRJEB22684	SAMEA104682456	ERX2436862	ERR2396059	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2396059/ERR2396059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2396059/ERR2396059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396059/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-2__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396059/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-2__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2396059
PRJEB22684	SAMEA104682457	ERX2436863	ERR2396060	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2396060/ERR2396060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2396060/ERR2396060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396060/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-3__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396060/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-3__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2396060
PRJEB22684	SAMEA104682458	ERX2436864	ERR2396061	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2396061/ERR2396061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2396061/ERR2396061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396061/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-4__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396061/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-4__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2396061
PRJEB22684	SAMEA104682459	ERX2436865	ERR2396062	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2396062/ERR2396062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2396062/ERR2396062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396062/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-5__bound-TFabsent__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396062/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-5__bound-TFabsent__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2396062
PRJEB22684	SAMEA104682460	ERX2436866	ERR2396063	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2396063/ERR2396063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2396063/ERR2396063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396063/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-5__bound-TFpresent__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396063/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-5__bound-TFpresent__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2396063
PRJEB22684	SAMEA104682461	ERX2436867	ERR2396064	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2396064/ERR2396064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2396064/ERR2396064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396064/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-5__unbound-TFabsent__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396064/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-5__unbound-TFabsent__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2396064
PRJEB22684	SAMEA104682462	ERX2436868	ERR2396065	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2396065/ERR2396065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2396065/ERR2396065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396065/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-5__unbound-TFpresent__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396065/NCAP-SELEX__ligand-lig147__TF-HOXC11__cycle-5__unbound-TFpresent__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2396065
PRJEB22684	SAMEA104682463	ERX2436869	ERR2396066	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2396066/ERR2396066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2396066/ERR2396066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396066/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-1__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396066/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-1__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2396066
PRJEB22684	SAMEA104682464	ERX2436870	ERR2396067	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2396067/ERR2396067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2396067/ERR2396067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396067/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-2__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396067/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-2__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2396067
PRJEB22684	SAMEA104682465	ERX2436871	ERR2396068	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2396068/ERR2396068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2396068/ERR2396068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396068/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-3__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396068/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-3__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2396068
PRJEB22684	SAMEA104682466	ERX2436872	ERR2396069	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2396069/ERR2396069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2396069/ERR2396069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396069/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-4__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396069/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-4__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2396069
PRJEB22684	SAMEA104682467	ERX2436873	ERR2396070	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2396070/ERR2396070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2396070/ERR2396070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396070/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-5__bound-TFabsent__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396070/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-5__bound-TFabsent__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2396070
PRJEB22684	SAMEA104682468	ERX2436874	ERR2396071	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2396071/ERR2396071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2396071/ERR2396071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396071/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-5__bound-TFpresent__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396071/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-5__bound-TFpresent__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2396071
PRJEB22684	SAMEA104682469	ERX2436875	ERR2396072	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2396072/ERR2396072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2396072/ERR2396072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396072/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-5__unbound-TFabsent__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396072/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-5__unbound-TFabsent__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2396072
PRJEB22684	SAMEA104682470	ERX2436876	ERR2396073	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2396073/ERR2396073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2396073/ERR2396073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396073/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-5__unbound-TFpresent__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396073/NCAP-SELEX__ligand-lig147__TF-HOXD10__cycle-5__unbound-TFpresent__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2396073
PRJEB22684	SAMEA104682471	ERX2436877	ERR2396074	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2396074/ERR2396074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2396074/ERR2396074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396074/NCAP-SELEX__ligand-lig147__TF-HOXD12__cycle-1__batch-FJ44__well-E13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396074/NCAP-SELEX__ligand-lig147__TF-HOXD12__cycle-1__batch-FJ44__well-E13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2396074
PRJEB22684	SAMEA104682472	ERX2436878	ERR2396075	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2396075/ERR2396075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2396075/ERR2396075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396075/NCAP-SELEX__ligand-lig147__TF-HOXD12__cycle-2__batch-FJ44__well-E13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396075/NCAP-SELEX__ligand-lig147__TF-HOXD12__cycle-2__batch-FJ44__well-E13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2396075
PRJEB22684	SAMEA104682473	ERX2436879	ERR2396076	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2396076/ERR2396076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2396076/ERR2396076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396076/NCAP-SELEX__ligand-lig147__TF-HOXD12__cycle-3__batch-FJ44__well-E13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396076/NCAP-SELEX__ligand-lig147__TF-HOXD12__cycle-3__batch-FJ44__well-E13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2396076
PRJEB22684	SAMEA104682474	ERX2436880	ERR2396077	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2396077/ERR2396077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2396077/ERR2396077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396077/NCAP-SELEX__ligand-lig147__TF-HOXD12__cycle-4__batch-FJ44__well-E13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396077/NCAP-SELEX__ligand-lig147__TF-HOXD12__cycle-4__batch-FJ44__well-E13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2396077
PRJEB22684	SAMEA104682475	ERX2436881	ERR2396078	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2396078/ERR2396078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2396078/ERR2396078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396078/NCAP-SELEX__ligand-lig147__TF-HOXD3__cycle-1__batch-FJ44__well-F11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396078/NCAP-SELEX__ligand-lig147__TF-HOXD3__cycle-1__batch-FJ44__well-F11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2396078
PRJEB22684	SAMEA104682476	ERX2436882	ERR2396079	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2396079/ERR2396079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2396079/ERR2396079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396079/NCAP-SELEX__ligand-lig147__TF-HOXD3__cycle-2__batch-FJ44__well-F11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396079/NCAP-SELEX__ligand-lig147__TF-HOXD3__cycle-2__batch-FJ44__well-F11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2396079
PRJEB22684	SAMEA104682477	ERX2436883	ERR2396080	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2396080/ERR2396080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2396080/ERR2396080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396080/NCAP-SELEX__ligand-lig147__TF-HOXD3__cycle-3__batch-FJ44__well-F11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396080/NCAP-SELEX__ligand-lig147__TF-HOXD3__cycle-3__batch-FJ44__well-F11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2396080
PRJEB22684	SAMEA104682478	ERX2436884	ERR2396081	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2396081/ERR2396081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2396081/ERR2396081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396081/NCAP-SELEX__ligand-lig147__TF-HOXD3__cycle-4__batch-FJ44__well-F11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396081/NCAP-SELEX__ligand-lig147__TF-HOXD3__cycle-4__batch-FJ44__well-F11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2396081
PRJEB22684	SAMEA104682479	ERX2436885	ERR2396082	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2396082/ERR2396082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2396082/ERR2396082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396082/NCAP-SELEX__ligand-lig147__TF-HOXD4__cycle-1__batch-FJ44__well-O13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396082/NCAP-SELEX__ligand-lig147__TF-HOXD4__cycle-1__batch-FJ44__well-O13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2396082
PRJEB22684	SAMEA104682480	ERX2436886	ERR2396083	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2396083/ERR2396083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2396083/ERR2396083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396083/NCAP-SELEX__ligand-lig147__TF-HOXD4__cycle-2__batch-FJ44__well-O13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396083/NCAP-SELEX__ligand-lig147__TF-HOXD4__cycle-2__batch-FJ44__well-O13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2396083
PRJEB22684	SAMEA104682481	ERX2436887	ERR2396084	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2396084/ERR2396084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2396084/ERR2396084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396084/NCAP-SELEX__ligand-lig147__TF-HOXD4__cycle-3__batch-FJ44__well-O13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396084/NCAP-SELEX__ligand-lig147__TF-HOXD4__cycle-3__batch-FJ44__well-O13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2396084
PRJEB22684	SAMEA104682482	ERX2436888	ERR2396085	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2396085/ERR2396085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2396085/ERR2396085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396085/NCAP-SELEX__ligand-lig147__TF-HOXD4__cycle-4__batch-FJ44__well-O13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396085/NCAP-SELEX__ligand-lig147__TF-HOXD4__cycle-4__batch-FJ44__well-O13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2396085
PRJEB22684	SAMEA104682483	ERX2436889	ERR2396086	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2396086/ERR2396086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2396086/ERR2396086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396086/NCAP-SELEX__ligand-lig147__TF-HOXD9__cycle-1__batch-FJ44__well-P23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396086/NCAP-SELEX__ligand-lig147__TF-HOXD9__cycle-1__batch-FJ44__well-P23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2396086
PRJEB22684	SAMEA104682484	ERX2436890	ERR2396087	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2396087/ERR2396087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2396087/ERR2396087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396087/NCAP-SELEX__ligand-lig147__TF-HOXD9__cycle-2__batch-FJ44__well-P23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396087/NCAP-SELEX__ligand-lig147__TF-HOXD9__cycle-2__batch-FJ44__well-P23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2396087
PRJEB22684	SAMEA104682485	ERX2436891	ERR2396088	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2396088/ERR2396088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2396088/ERR2396088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396088/NCAP-SELEX__ligand-lig147__TF-HOXD9__cycle-3__batch-FJ44__well-P23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2396088/NCAP-SELEX__ligand-lig147__TF-HOXD9__cycle-3__batch-FJ44__well-P23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2396088
